Havaintoasema;Päivä.Kuukausi.Vuosi Aika [Paikallinen aika];Keskituulen nopeus [m/s]
Helsinki-Vantaan lentoasema;30.12.2022 04:00;3.7
Helsinki-Vantaan lentoasema;30.12.2022 04:01;3.7
Helsinki-Vantaan lentoasema;30.12.2022 04:02;3.6
Helsinki-Vantaan lentoasema;30.12.2022 04:03;3.6
Helsinki-Vantaan lentoasema;30.12.2022 04:04;3.5
Helsinki-Vantaan lentoasema;30.12.2022 04:05;3.5
Helsinki-Vantaan lentoasema;30.12.2022 04:06;3.4
Helsinki-Vantaan lentoasema;30.12.2022 04:07;3.4
Helsinki-Vantaan lentoasema;30.12.2022 04:08;3.5
Helsinki-Vantaan lentoasema;30.12.2022 04:09;3.5
Helsinki-Vantaan lentoasema;30.12.2022 04:10;3.5
Helsinki-Vantaan lentoasema;30.12.2022 04:11;3.5
Helsinki-Vantaan lentoasema;30.12.2022 04:12;3.4
Helsinki-Vantaan lentoasema;30.12.2022 04:13;3.4
Helsinki-Vantaan lentoasema;30.12.2022 04:14;3.4
Helsinki-Vantaan lentoasema;30.12.2022 04:15;3.4
Helsinki-Vantaan lentoasema;30.12.2022 04:16;3.4
Helsinki-Vantaan lentoasema;30.12.2022 04:17;3.4
Helsinki-Vantaan lentoasema;30.12.2022 04:18;3.4
Helsinki-Vantaan lentoasema;30.12.2022 04:19;3.4
Helsinki-Vantaan lentoasema;30.12.2022 04:20;3.4
Helsinki-Vantaan lentoasema;30.12.2022 04:21;3.3
Helsinki-Vantaan lentoasema;30.12.2022 04:22;3.3
Helsinki-Vantaan lentoasema;30.12.2022 04:23;3.2
Helsinki-Vantaan lentoasema;30.12.2022 04:24;3.1
Helsinki-Vantaan lentoasema;30.12.2022 04:25;3.1
Helsinki-Vantaan lentoasema;30.12.2022 04:26;3
Helsinki-Vantaan lentoasema;30.12.2022 04:27;3
Helsinki-Vantaan lentoasema;30.12.2022 04:28;2.9
Helsinki-Vantaan lentoasema;30.12.2022 04:29;2.9
Helsinki-Vantaan lentoasema;30.12.2022 04:30;2.9
Helsinki-Vantaan lentoasema;30.12.2022 04:31;2.9
Helsinki-Vantaan lentoasema;30.12.2022 04:32;3
Helsinki-Vantaan lentoasema;30.12.2022 04:33;3
Helsinki-Vantaan lentoasema;30.12.2022 04:34;3.1
Helsinki-Vantaan lentoasema;30.12.2022 04:35;3.2
Helsinki-Vantaan lentoasema;30.12.2022 04:36;3.2
Helsinki-Vantaan lentoasema;30.12.2022 04:37;3.2
Helsinki-Vantaan lentoasema;30.12.2022 04:38;3.2
Helsinki-Vantaan lentoasema;30.12.2022 04:39;3.2
Helsinki-Vantaan lentoasema;30.12.2022 04:40;3.2
Helsinki-Vantaan lentoasema;30.12.2022 04:41;3.1
Helsinki-Vantaan lentoasema;30.12.2022 04:42;3.1
Helsinki-Vantaan lentoasema;30.12.2022 04:43;3
Helsinki-Vantaan lentoasema;30.12.2022 04:44;3
Helsinki-Vantaan lentoasema;30.12.2022 04:45;2.9
Helsinki-Vantaan lentoasema;30.12.2022 04:46;2.8
Helsinki-Vantaan lentoasema;30.12.2022 04:47;2.8
Helsinki-Vantaan lentoasema;30.12.2022 04:48;2.8
Helsinki-Vantaan lentoasema;30.12.2022 04:49;2.7
Helsinki-Vantaan lentoasema;30.12.2022 04:50;2.7
Helsinki-Vantaan lentoasema;30.12.2022 04:51;2.7
Helsinki-Vantaan lentoasema;30.12.2022 04:52;2.8
Helsinki-Vantaan lentoasema;30.12.2022 04:53;2.8
Helsinki-Vantaan lentoasema;30.12.2022 04:54;2.8
Helsinki-Vantaan lentoasema;30.12.2022 04:55;2.9
Helsinki-Vantaan lentoasema;30.12.2022 04:56;3
Helsinki-Vantaan lentoasema;30.12.2022 04:57;3
Helsinki-Vantaan lentoasema;30.12.2022 04:58;3
Helsinki-Vantaan lentoasema;30.12.2022 04:59;3.1
Helsinki-Vantaan lentoasema;30.12.2022 05:00;3.1
Helsinki-Vantaan lentoasema;30.12.2022 05:01;3.1
Helsinki-Vantaan lentoasema;30.12.2022 05:02;3.1
Helsinki-Vantaan lentoasema;30.12.2022 05:03;3.2
Helsinki-Vantaan lentoasema;30.12.2022 05:04;3.3
Helsinki-Vantaan lentoasema;30.12.2022 05:05;3.3
Helsinki-Vantaan lentoasema;30.12.2022 05:06;3.3
Helsinki-Vantaan lentoasema;30.12.2022 05:07;3.3
Helsinki-Vantaan lentoasema;30.12.2022 05:08;3.3
Helsinki-Vantaan lentoasema;30.12.2022 05:09;3.4
Helsinki-Vantaan lentoasema;30.12.2022 05:10;3.5
Helsinki-Vantaan lentoasema;30.12.2022 05:11;3.5
Helsinki-Vantaan lentoasema;30.12.2022 05:12;3.5
Helsinki-Vantaan lentoasema;30.12.2022 05:13;3.5
Helsinki-Vantaan lentoasema;30.12.2022 05:14;3.5
Helsinki-Vantaan lentoasema;30.12.2022 05:15;3.6
Helsinki-Vantaan lentoasema;30.12.2022 05:16;3.6
Helsinki-Vantaan lentoasema;30.12.2022 05:17;3.6
Helsinki-Vantaan lentoasema;30.12.2022 05:18;3.6
Helsinki-Vantaan lentoasema;30.12.2022 05:19;3.5
Helsinki-Vantaan lentoasema;30.12.2022 05:20;3.5
Helsinki-Vantaan lentoasema;30.12.2022 05:21;3.5
Helsinki-Vantaan lentoasema;30.12.2022 05:22;3.5
Helsinki-Vantaan lentoasema;30.12.2022 05:23;3.6
Helsinki-Vantaan lentoasema;30.12.2022 05:24;3.6
Helsinki-Vantaan lentoasema;30.12.2022 05:25;3.6
Helsinki-Vantaan lentoasema;30.12.2022 05:26;3.6
Helsinki-Vantaan lentoasema;30.12.2022 05:27;3.7
Helsinki-Vantaan lentoasema;30.12.2022 05:28;3.8
Helsinki-Vantaan lentoasema;30.12.2022 05:29;3.8
Helsinki-Vantaan lentoasema;30.12.2022 05:30;3.9
Helsinki-Vantaan lentoasema;30.12.2022 05:31;4
Helsinki-Vantaan lentoasema;30.12.2022 05:32;4.2
Helsinki-Vantaan lentoasema;30.12.2022 05:33;4.1
Helsinki-Vantaan lentoasema;30.12.2022 05:34;4.1
Helsinki-Vantaan lentoasema;30.12.2022 05:35;4.1
Helsinki-Vantaan lentoasema;30.12.2022 05:36;4.2
Helsinki-Vantaan lentoasema;30.12.2022 05:37;4.2
Helsinki-Vantaan lentoasema;30.12.2022 05:38;4.2
Helsinki-Vantaan lentoasema;30.12.2022 05:39;4.3
Helsinki-Vantaan lentoasema;30.12.2022 05:40;4.4
Helsinki-Vantaan lentoasema;30.12.2022 05:41;4.5
Helsinki-Vantaan lentoasema;30.12.2022 05:42;4.4
Helsinki-Vantaan lentoasema;30.12.2022 05:43;4.4
Helsinki-Vantaan lentoasema;30.12.2022 05:44;4.4
Helsinki-Vantaan lentoasema;30.12.2022 05:45;4.4
Helsinki-Vantaan lentoasema;30.12.2022 05:46;4.4
Helsinki-Vantaan lentoasema;30.12.2022 05:47;4.3
Helsinki-Vantaan lentoasema;30.12.2022 05:48;4.3
Helsinki-Vantaan lentoasema;30.12.2022 05:49;4.2
Helsinki-Vantaan lentoasema;30.12.2022 05:50;4
Helsinki-Vantaan lentoasema;30.12.2022 05:51;3.9
Helsinki-Vantaan lentoasema;30.12.2022 05:52;3.9
Helsinki-Vantaan lentoasema;30.12.2022 05:53;3.9
Helsinki-Vantaan lentoasema;30.12.2022 05:54;3.9
Helsinki-Vantaan lentoasema;30.12.2022 05:55;3.9
Helsinki-Vantaan lentoasema;30.12.2022 05:56;4
Helsinki-Vantaan lentoasema;30.12.2022 05:57;4
Helsinki-Vantaan lentoasema;30.12.2022 05:58;4.1
Helsinki-Vantaan lentoasema;30.12.2022 05:59;4.3
Helsinki-Vantaan lentoasema;30.12.2022 06:00;4.3
Helsinki-Vantaan lentoasema;30.12.2022 06:01;4.3
Helsinki-Vantaan lentoasema;30.12.2022 06:02;4.3
Helsinki-Vantaan lentoasema;30.12.2022 06:03;4.4
Helsinki-Vantaan lentoasema;30.12.2022 06:04;4.4
Helsinki-Vantaan lentoasema;30.12.2022 06:05;4.4
Helsinki-Vantaan lentoasema;30.12.2022 06:06;4.4
Helsinki-Vantaan lentoasema;30.12.2022 06:07;4.4
Helsinki-Vantaan lentoasema;30.12.2022 06:08;4.4
Helsinki-Vantaan lentoasema;30.12.2022 06:09;4.5
Helsinki-Vantaan lentoasema;30.12.2022 06:10;4.6
Helsinki-Vantaan lentoasema;30.12.2022 06:11;4.6
Helsinki-Vantaan lentoasema;30.12.2022 06:12;4.6
Helsinki-Vantaan lentoasema;30.12.2022 06:13;4.5
Helsinki-Vantaan lentoasema;30.12.2022 06:14;4.4
Helsinki-Vantaan lentoasema;30.12.2022 06:15;4.5
Helsinki-Vantaan lentoasema;30.12.2022 06:16;4.5
Helsinki-Vantaan lentoasema;30.12.2022 06:17;4.5
Helsinki-Vantaan lentoasema;30.12.2022 06:18;4.4
Helsinki-Vantaan lentoasema;30.12.2022 06:19;4.3
Helsinki-Vantaan lentoasema;30.12.2022 06:20;4.2
Helsinki-Vantaan lentoasema;30.12.2022 06:21;4.3
Helsinki-Vantaan lentoasema;30.12.2022 06:22;4.4
Helsinki-Vantaan lentoasema;30.12.2022 06:23;4.5
Helsinki-Vantaan lentoasema;30.12.2022 06:24;4.6
Helsinki-Vantaan lentoasema;30.12.2022 06:25;4.6
Helsinki-Vantaan lentoasema;30.12.2022 06:26;4.6
Helsinki-Vantaan lentoasema;30.12.2022 06:27;4.6
Helsinki-Vantaan lentoasema;30.12.2022 06:28;4.6
Helsinki-Vantaan lentoasema;30.12.2022 06:29;4.7
Helsinki-Vantaan lentoasema;30.12.2022 06:30;4.7
Helsinki-Vantaan lentoasema;30.12.2022 06:31;4.6
Helsinki-Vantaan lentoasema;30.12.2022 06:32;4.5
Helsinki-Vantaan lentoasema;30.12.2022 06:33;4.4
Helsinki-Vantaan lentoasema;30.12.2022 06:34;4.3
Helsinki-Vantaan lentoasema;30.12.2022 06:35;4.3
Helsinki-Vantaan lentoasema;30.12.2022 06:36;4.2
Helsinki-Vantaan lentoasema;30.12.2022 06:37;4.3
Helsinki-Vantaan lentoasema;30.12.2022 06:38;4.3
Helsinki-Vantaan lentoasema;30.12.2022 06:39;4.1
Helsinki-Vantaan lentoasema;30.12.2022 06:40;4.1
Helsinki-Vantaan lentoasema;30.12.2022 06:41;4.1
Helsinki-Vantaan lentoasema;30.12.2022 06:42;4.2
Helsinki-Vantaan lentoasema;30.12.2022 06:43;4.2
Helsinki-Vantaan lentoasema;30.12.2022 06:44;4.2
Helsinki-Vantaan lentoasema;30.12.2022 06:45;4.1
Helsinki-Vantaan lentoasema;30.12.2022 06:46;4.1
Helsinki-Vantaan lentoasema;30.12.2022 06:47;4
Helsinki-Vantaan lentoasema;30.12.2022 06:48;3.9
Helsinki-Vantaan lentoasema;30.12.2022 06:49;3.9
Helsinki-Vantaan lentoasema;30.12.2022 06:50;3.8
Helsinki-Vantaan lentoasema;30.12.2022 06:51;3.8
Helsinki-Vantaan lentoasema;30.12.2022 06:52;3.7
Helsinki-Vantaan lentoasema;30.12.2022 06:53;3.7
Helsinki-Vantaan lentoasema;30.12.2022 06:54;3.7
Helsinki-Vantaan lentoasema;30.12.2022 06:55;3.8
Helsinki-Vantaan lentoasema;30.12.2022 06:56;3.8
Helsinki-Vantaan lentoasema;30.12.2022 06:57;3.7
Helsinki-Vantaan lentoasema;30.12.2022 06:58;3.7
Helsinki-Vantaan lentoasema;30.12.2022 06:59;3.7
Helsinki-Vantaan lentoasema;30.12.2022 07:00;3.7
Helsinki-Vantaan lentoasema;30.12.2022 07:01;3.7
Helsinki-Vantaan lentoasema;30.12.2022 07:02;3.7
Helsinki-Vantaan lentoasema;30.12.2022 07:03;3.7
Helsinki-Vantaan lentoasema;30.12.2022 07:04;3.7
Helsinki-Vantaan lentoasema;30.12.2022 07:05;3.6
Helsinki-Vantaan lentoasema;30.12.2022 07:06;3.6
Helsinki-Vantaan lentoasema;30.12.2022 07:07;3.6
Helsinki-Vantaan lentoasema;30.12.2022 07:08;3.5
Helsinki-Vantaan lentoasema;30.12.2022 07:09;3.6
Helsinki-Vantaan lentoasema;30.12.2022 07:10;3.6
Helsinki-Vantaan lentoasema;30.12.2022 07:11;3.7
Helsinki-Vantaan lentoasema;30.12.2022 07:12;3.6
Helsinki-Vantaan lentoasema;30.12.2022 07:13;3.6
Helsinki-Vantaan lentoasema;30.12.2022 07:14;3.7
Helsinki-Vantaan lentoasema;30.12.2022 07:15;3.8
Helsinki-Vantaan lentoasema;30.12.2022 07:16;3.8
Helsinki-Vantaan lentoasema;30.12.2022 07:17;3.9
Helsinki-Vantaan lentoasema;30.12.2022 07:18;4
Helsinki-Vantaan lentoasema;30.12.2022 07:19;4
Helsinki-Vantaan lentoasema;30.12.2022 07:20;4
Helsinki-Vantaan lentoasema;30.12.2022 07:21;3.9
Helsinki-Vantaan lentoasema;30.12.2022 07:22;4
Helsinki-Vantaan lentoasema;30.12.2022 07:23;4.1
Helsinki-Vantaan lentoasema;30.12.2022 07:24;4
Helsinki-Vantaan lentoasema;30.12.2022 07:25;3.9
Helsinki-Vantaan lentoasema;30.12.2022 07:26;3.9
Helsinki-Vantaan lentoasema;30.12.2022 07:27;3.9
Helsinki-Vantaan lentoasema;30.12.2022 07:28;4
Helsinki-Vantaan lentoasema;30.12.2022 07:29;4.1
Helsinki-Vantaan lentoasema;30.12.2022 07:30;4.1
Helsinki-Vantaan lentoasema;30.12.2022 07:31;4.2
Helsinki-Vantaan lentoasema;30.12.2022 07:32;4.3
Helsinki-Vantaan lentoasema;30.12.2022 07:33;4.4
Helsinki-Vantaan lentoasema;30.12.2022 07:34;4.4
Helsinki-Vantaan lentoasema;30.12.2022 07:35;4.5
Helsinki-Vantaan lentoasema;30.12.2022 07:36;4.6
Helsinki-Vantaan lentoasema;30.12.2022 07:37;4.6
Helsinki-Vantaan lentoasema;30.12.2022 07:38;4.6
Helsinki-Vantaan lentoasema;30.12.2022 07:39;4.7
Helsinki-Vantaan lentoasema;30.12.2022 07:40;4.6
Helsinki-Vantaan lentoasema;30.12.2022 07:41;4.7
Helsinki-Vantaan lentoasema;30.12.2022 07:42;4.6
Helsinki-Vantaan lentoasema;30.12.2022 07:43;4.5
Helsinki-Vantaan lentoasema;30.12.2022 07:44;4.5
Helsinki-Vantaan lentoasema;30.12.2022 07:45;4.5
Helsinki-Vantaan lentoasema;30.12.2022 07:46;4.5
Helsinki-Vantaan lentoasema;30.12.2022 07:47;4.5
Helsinki-Vantaan lentoasema;30.12.2022 07:48;4.5
Helsinki-Vantaan lentoasema;30.12.2022 07:49;4.5
Helsinki-Vantaan lentoasema;30.12.2022 07:50;4.5
Helsinki-Vantaan lentoasema;30.12.2022 07:51;4.4
Helsinki-Vantaan lentoasema;30.12.2022 07:52;4.4
Helsinki-Vantaan lentoasema;30.12.2022 07:53;4.6
Helsinki-Vantaan lentoasema;30.12.2022 07:54;4.7
Helsinki-Vantaan lentoasema;30.12.2022 07:55;4.8
Helsinki-Vantaan lentoasema;30.12.2022 07:56;4.7
Helsinki-Vantaan lentoasema;30.12.2022 07:57;4.7
Helsinki-Vantaan lentoasema;30.12.2022 07:58;4.6
Helsinki-Vantaan lentoasema;30.12.2022 07:59;4.6
Helsinki-Vantaan lentoasema;30.12.2022 08:00;4.7
Helsinki-Vantaan lentoasema;30.12.2022 08:01;5
Helsinki-Vantaan lentoasema;30.12.2022 08:02;5
Helsinki-Vantaan lentoasema;30.12.2022 08:03;5
Helsinki-Vantaan lentoasema;30.12.2022 08:04;5
Helsinki-Vantaan lentoasema;30.12.2022 08:05;5.1
Helsinki-Vantaan lentoasema;30.12.2022 08:06;5.3
Helsinki-Vantaan lentoasema;30.12.2022 08:07;5.4
Helsinki-Vantaan lentoasema;30.12.2022 08:08;5.6
Helsinki-Vantaan lentoasema;30.12.2022 08:09;5.5
Helsinki-Vantaan lentoasema;30.12.2022 08:10;5.6
Helsinki-Vantaan lentoasema;30.12.2022 08:11;5.6
Helsinki-Vantaan lentoasema;30.12.2022 08:12;5.6
Helsinki-Vantaan lentoasema;30.12.2022 08:13;5.6
Helsinki-Vantaan lentoasema;30.12.2022 08:14;5.7
Helsinki-Vantaan lentoasema;30.12.2022 08:15;5.7
Helsinki-Vantaan lentoasema;30.12.2022 08:16;5.5
Helsinki-Vantaan lentoasema;30.12.2022 08:17;5.5
Helsinki-Vantaan lentoasema;30.12.2022 08:18;5.4
Helsinki-Vantaan lentoasema;30.12.2022 08:19;5.5
Helsinki-Vantaan lentoasema;30.12.2022 08:20;5.5
Helsinki-Vantaan lentoasema;30.12.2022 08:21;5.4
Helsinki-Vantaan lentoasema;30.12.2022 08:22;5.4
Helsinki-Vantaan lentoasema;30.12.2022 08:23;5.5
Helsinki-Vantaan lentoasema;30.12.2022 08:24;5.4
Helsinki-Vantaan lentoasema;30.12.2022 08:25;5.4
Helsinki-Vantaan lentoasema;30.12.2022 08:26;5.4
Helsinki-Vantaan lentoasema;30.12.2022 08:27;5.4
Helsinki-Vantaan lentoasema;30.12.2022 08:28;5.4
Helsinki-Vantaan lentoasema;30.12.2022 08:29;5.3
Helsinki-Vantaan lentoasema;30.12.2022 08:30;5.2
Helsinki-Vantaan lentoasema;30.12.2022 08:31;5.3
Helsinki-Vantaan lentoasema;30.12.2022 08:32;5.2
Helsinki-Vantaan lentoasema;30.12.2022 08:33;5.1
Helsinki-Vantaan lentoasema;30.12.2022 08:34;5
Helsinki-Vantaan lentoasema;30.12.2022 08:35;5
Helsinki-Vantaan lentoasema;30.12.2022 08:36;5
Helsinki-Vantaan lentoasema;30.12.2022 08:37;4.9
Helsinki-Vantaan lentoasema;30.12.2022 08:38;4.9
Helsinki-Vantaan lentoasema;30.12.2022 08:39;5
Helsinki-Vantaan lentoasema;30.12.2022 08:40;5
Helsinki-Vantaan lentoasema;30.12.2022 08:41;4.9
Helsinki-Vantaan lentoasema;30.12.2022 08:42;4.9
Helsinki-Vantaan lentoasema;30.12.2022 08:43;4.9
Helsinki-Vantaan lentoasema;30.12.2022 08:44;4.9
Helsinki-Vantaan lentoasema;30.12.2022 08:45;4.9
Helsinki-Vantaan lentoasema;30.12.2022 08:46;4.9
Helsinki-Vantaan lentoasema;30.12.2022 08:47;5
Helsinki-Vantaan lentoasema;30.12.2022 08:48;4.9
Helsinki-Vantaan lentoasema;30.12.2022 08:49;4.8
Helsinki-Vantaan lentoasema;30.12.2022 08:50;4.9
Helsinki-Vantaan lentoasema;30.12.2022 08:51;4.9
Helsinki-Vantaan lentoasema;30.12.2022 08:52;4.9
Helsinki-Vantaan lentoasema;30.12.2022 08:53;4.8
Helsinki-Vantaan lentoasema;30.12.2022 08:54;4.8
Helsinki-Vantaan lentoasema;30.12.2022 08:55;4.9
Helsinki-Vantaan lentoasema;30.12.2022 08:56;4.8
Helsinki-Vantaan lentoasema;30.12.2022 08:57;4.8
Helsinki-Vantaan lentoasema;30.12.2022 08:58;4.7
Helsinki-Vantaan lentoasema;30.12.2022 08:59;4.7
Helsinki-Vantaan lentoasema;30.12.2022 09:00;4.6
Helsinki-Vantaan lentoasema;30.12.2022 09:01;4.6
Helsinki-Vantaan lentoasema;30.12.2022 09:02;4.6
Helsinki-Vantaan lentoasema;30.12.2022 09:03;4.6
Helsinki-Vantaan lentoasema;30.12.2022 09:04;4.6
Helsinki-Vantaan lentoasema;30.12.2022 09:05;4.5
Helsinki-Vantaan lentoasema;30.12.2022 09:06;4.5
Helsinki-Vantaan lentoasema;30.12.2022 09:07;4.5
Helsinki-Vantaan lentoasema;30.12.2022 09:08;4.6
Helsinki-Vantaan lentoasema;30.12.2022 09:09;4.6
Helsinki-Vantaan lentoasema;30.12.2022 09:10;4.6
Helsinki-Vantaan lentoasema;30.12.2022 09:11;4.7
Helsinki-Vantaan lentoasema;30.12.2022 09:12;4.7
Helsinki-Vantaan lentoasema;30.12.2022 09:13;4.7
Helsinki-Vantaan lentoasema;30.12.2022 09:14;4.8
Helsinki-Vantaan lentoasema;30.12.2022 09:15;4.9
Helsinki-Vantaan lentoasema;30.12.2022 09:16;4.9
Helsinki-Vantaan lentoasema;30.12.2022 09:17;4.9
Helsinki-Vantaan lentoasema;30.12.2022 09:18;4.9
Helsinki-Vantaan lentoasema;30.12.2022 09:19;4.8
Helsinki-Vantaan lentoasema;30.12.2022 09:20;4.8
Helsinki-Vantaan lentoasema;30.12.2022 09:21;4.7
Helsinki-Vantaan lentoasema;30.12.2022 09:22;4.7
Helsinki-Vantaan lentoasema;30.12.2022 09:23;4.7
Helsinki-Vantaan lentoasema;30.12.2022 09:24;4.6
Helsinki-Vantaan lentoasema;30.12.2022 09:25;4.5
Helsinki-Vantaan lentoasema;30.12.2022 09:26;4.5
Helsinki-Vantaan lentoasema;30.12.2022 09:27;4.6
Helsinki-Vantaan lentoasema;30.12.2022 09:28;4.6
Helsinki-Vantaan lentoasema;30.12.2022 09:29;4.6
Helsinki-Vantaan lentoasema;30.12.2022 09:30;4.6
Helsinki-Vantaan lentoasema;30.12.2022 09:31;4.6
Helsinki-Vantaan lentoasema;30.12.2022 09:32;4.6
Helsinki-Vantaan lentoasema;30.12.2022 09:33;4.5
Helsinki-Vantaan lentoasema;30.12.2022 09:34;4.5
Helsinki-Vantaan lentoasema;30.12.2022 09:35;4.5
Helsinki-Vantaan lentoasema;30.12.2022 09:36;4.5
Helsinki-Vantaan lentoasema;30.12.2022 09:37;4.4
Helsinki-Vantaan lentoasema;30.12.2022 09:38;4.3
Helsinki-Vantaan lentoasema;30.12.2022 09:39;4.3
Helsinki-Vantaan lentoasema;30.12.2022 09:40;4.3
Helsinki-Vantaan lentoasema;30.12.2022 09:41;4.2
Helsinki-Vantaan lentoasema;30.12.2022 09:42;4.2
Helsinki-Vantaan lentoasema;30.12.2022 09:43;4.3
Helsinki-Vantaan lentoasema;30.12.2022 09:44;4.2
Helsinki-Vantaan lentoasema;30.12.2022 09:45;4.1
Helsinki-Vantaan lentoasema;30.12.2022 09:46;4.1
Helsinki-Vantaan lentoasema;30.12.2022 09:47;4.1
Helsinki-Vantaan lentoasema;30.12.2022 09:48;4.1
Helsinki-Vantaan lentoasema;30.12.2022 09:49;4.1
Helsinki-Vantaan lentoasema;30.12.2022 09:50;4
Helsinki-Vantaan lentoasema;30.12.2022 09:51;4
Helsinki-Vantaan lentoasema;30.12.2022 09:52;4
Helsinki-Vantaan lentoasema;30.12.2022 09:53;3.9
Helsinki-Vantaan lentoasema;30.12.2022 09:54;3.8
Helsinki-Vantaan lentoasema;30.12.2022 09:55;3.8
Helsinki-Vantaan lentoasema;30.12.2022 09:56;3.8
Helsinki-Vantaan lentoasema;30.12.2022 09:57;3.8
Helsinki-Vantaan lentoasema;30.12.2022 09:58;3.8
Helsinki-Vantaan lentoasema;30.12.2022 09:59;3.8
Helsinki-Vantaan lentoasema;30.12.2022 10:00;3.8
Helsinki-Vantaan lentoasema;30.12.2022 10:01;3.7
Helsinki-Vantaan lentoasema;30.12.2022 10:02;3.7
Helsinki-Vantaan lentoasema;30.12.2022 10:03;3.7
Helsinki-Vantaan lentoasema;30.12.2022 10:04;3.6
Helsinki-Vantaan lentoasema;30.12.2022 10:05;3.6
Helsinki-Vantaan lentoasema;30.12.2022 10:06;3.6
Helsinki-Vantaan lentoasema;30.12.2022 10:07;3.5
Helsinki-Vantaan lentoasema;30.12.2022 10:08;3.5
Helsinki-Vantaan lentoasema;30.12.2022 10:09;3.4
Helsinki-Vantaan lentoasema;30.12.2022 10:10;3.4
Helsinki-Vantaan lentoasema;30.12.2022 10:11;3.5
Helsinki-Vantaan lentoasema;30.12.2022 10:12;3.4
Helsinki-Vantaan lentoasema;30.12.2022 10:13;3.4
Helsinki-Vantaan lentoasema;30.12.2022 10:14;3.4
Helsinki-Vantaan lentoasema;30.12.2022 10:15;3.4
Helsinki-Vantaan lentoasema;30.12.2022 10:16;3.3
Helsinki-Vantaan lentoasema;30.12.2022 10:17;3.4
Helsinki-Vantaan lentoasema;30.12.2022 10:18;3.3
Helsinki-Vantaan lentoasema;30.12.2022 10:19;3.3
Helsinki-Vantaan lentoasema;30.12.2022 10:20;3.2
Helsinki-Vantaan lentoasema;30.12.2022 10:21;3.2
Helsinki-Vantaan lentoasema;30.12.2022 10:22;3.2
Helsinki-Vantaan lentoasema;30.12.2022 10:23;3.2
Helsinki-Vantaan lentoasema;30.12.2022 10:24;3.2
Helsinki-Vantaan lentoasema;30.12.2022 10:25;3.3
Helsinki-Vantaan lentoasema;30.12.2022 10:26;3.3
Helsinki-Vantaan lentoasema;30.12.2022 10:27;3.3
Helsinki-Vantaan lentoasema;30.12.2022 10:28;3.3
Helsinki-Vantaan lentoasema;30.12.2022 10:29;3.3
Helsinki-Vantaan lentoasema;30.12.2022 10:30;3.3
Helsinki-Vantaan lentoasema;30.12.2022 10:31;3.4
Helsinki-Vantaan lentoasema;30.12.2022 10:32;3.3
Helsinki-Vantaan lentoasema;30.12.2022 10:33;3.3
Helsinki-Vantaan lentoasema;30.12.2022 10:34;3.3
Helsinki-Vantaan lentoasema;30.12.2022 10:35;3.2
Helsinki-Vantaan lentoasema;30.12.2022 10:36;3.2
Helsinki-Vantaan lentoasema;30.12.2022 10:37;3.1
Helsinki-Vantaan lentoasema;30.12.2022 10:38;3
Helsinki-Vantaan lentoasema;30.12.2022 10:39;3
Helsinki-Vantaan lentoasema;30.12.2022 10:40;3
Helsinki-Vantaan lentoasema;30.12.2022 10:41;2.9
Helsinki-Vantaan lentoasema;30.12.2022 10:42;2.9
Helsinki-Vantaan lentoasema;30.12.2022 10:43;2.9
Helsinki-Vantaan lentoasema;30.12.2022 10:44;2.9
Helsinki-Vantaan lentoasema;30.12.2022 10:45;2.9
Helsinki-Vantaan lentoasema;30.12.2022 10:46;2.9
Helsinki-Vantaan lentoasema;30.12.2022 10:47;2.9
Helsinki-Vantaan lentoasema;30.12.2022 10:48;2.9
Helsinki-Vantaan lentoasema;30.12.2022 10:49;2.8
Helsinki-Vantaan lentoasema;30.12.2022 10:50;2.8
Helsinki-Vantaan lentoasema;30.12.2022 10:51;2.8
Helsinki-Vantaan lentoasema;30.12.2022 10:52;2.8
Helsinki-Vantaan lentoasema;30.12.2022 10:53;2.7
Helsinki-Vantaan lentoasema;30.12.2022 10:54;2.7
Helsinki-Vantaan lentoasema;30.12.2022 10:55;2.7
Helsinki-Vantaan lentoasema;30.12.2022 10:56;2.8
Helsinki-Vantaan lentoasema;30.12.2022 10:57;2.8
Helsinki-Vantaan lentoasema;30.12.2022 10:58;2.9
Helsinki-Vantaan lentoasema;30.12.2022 10:59;3
Helsinki-Vantaan lentoasema;30.12.2022 11:00;3.1
Helsinki-Vantaan lentoasema;30.12.2022 11:01;3.1
Helsinki-Vantaan lentoasema;30.12.2022 11:02;3.2
Helsinki-Vantaan lentoasema;30.12.2022 11:03;3.3
Helsinki-Vantaan lentoasema;30.12.2022 11:04;3.4
Helsinki-Vantaan lentoasema;30.12.2022 11:05;3.5
Helsinki-Vantaan lentoasema;30.12.2022 11:06;3.5
Helsinki-Vantaan lentoasema;30.12.2022 11:07;3.6
Helsinki-Vantaan lentoasema;30.12.2022 11:08;3.6
Helsinki-Vantaan lentoasema;30.12.2022 11:09;3.7
Helsinki-Vantaan lentoasema;30.12.2022 11:10;3.7
Helsinki-Vantaan lentoasema;30.12.2022 11:11;3.8
Helsinki-Vantaan lentoasema;30.12.2022 11:12;3.9
Helsinki-Vantaan lentoasema;30.12.2022 11:13;3.9
Helsinki-Vantaan lentoasema;30.12.2022 11:14;4
Helsinki-Vantaan lentoasema;30.12.2022 11:15;4
Helsinki-Vantaan lentoasema;30.12.2022 11:16;4.1
Helsinki-Vantaan lentoasema;30.12.2022 11:17;4.1
